,ponto_id,lat_pred,lon_pred,indoor
59,151,-8.055605,-34.951728,True
60,157,-8.055605,-34.951728,True
61,164,-8.055605,-34.951728,True
62,167,-8.055605,-34.951728,True
63,168,-8.055605,-34.951728,True
64,169,-8.055605,-34.951728,True
65,172,-8.055605,-34.951728,True
66,176,-8.055605,-34.951728,True
67,177,-8.055605,-34.951728,True
68,179,-8.055605,-34.951728,True
69,180,-8.055605,-34.951728,True
70,181,-8.055605,-34.951728,True
71,185,-8.055605,-34.951728,True
72,196,-8.055605,-34.951728,True
73,199,-8.055605,-34.951728,True
74,209,-8.055605,-34.951728,True
75,211,-8.055605,-34.951728,True
76,212,-8.055605,-34.951728,True
77,214,-8.055605,-34.951728,True
78,217,-8.055605,-34.951728,True
79,218,-8.055605,-34.951728,True
80,221,-8.055605,-34.951728,True
81,222,-8.055605,-34.951728,True
82,229,-8.055605,-34.951728,True
83,230,-8.055605,-34.951728,True
84,233,-8.055605,-34.951728,True
85,239,-8.055605,-34.951728,True
86,245,-8.055605,-34.951728,True
87,247,-8.055605,-34.951728,True
88,248,-8.055605,-34.951728,True
89,251,-8.055605,-34.951728,True
90,252,-8.055605,-34.951728,True
91,257,-8.055605,-34.951728,True
92,263,-8.055605,-34.951728,True
93,265,-8.055605,-34.951728,True
94,267,-8.055605,-34.951728,True
95,274,-8.055605,-34.951728,True
96,286,-8.055605,-34.951728,True
97,288,-8.055605,-34.951728,True
98,291,-8.055605,-34.951728,True
99,292,-8.055605,-34.951728,True
100,300,-8.055605,-34.951728,True
101,304,-8.055605,-34.951728,True
102,308,-8.055605,-34.951728,True
103,311,-8.055605,-34.951728,True
104,315,-8.055605,-34.951728,True
105,316,-8.055605,-34.951728,True
106,318,-8.055605,-34.951728,True
107,319,-8.055605,-34.951728,True
108,321,-8.055605,-34.951728,True
109,323,-8.055605,-34.951728,True
110,328,-8.055605,-34.951728,True
111,330,-8.055605,-34.951728,True
112,332,-8.055605,-34.951728,True
113,333,-8.055605,-34.951728,True
114,334,-8.055605,-34.951728,True
115,335,-8.055605,-34.951728,True
116,337,-8.055605,-34.951728,True
117,346,-8.055605,-34.951728,True
118,349,-8.055605,-34.951728,True
119,350,-8.055605,-34.951728,True
120,353,-8.055605,-34.951728,True
121,354,-8.055605,-34.951728,True
122,360,-8.055605,-34.951728,True
123,367,-8.055605,-34.951728,True
124,379,-8.055605,-34.951728,True
125,381,-8.055605,-34.951728,True
126,385,-8.055605,-34.951728,True
127,388,-8.055605,-34.951728,True
128,393,-8.055605,-34.951728,True
129,394,-8.055605,-34.951728,True
130,400,-8.055605,-34.951728,True
131,401,-8.055605,-34.951728,True
132,402,-8.055605,-34.951728,True
133,408,-8.055605,-34.951728,True
134,409,-8.055605,-34.951728,True
135,411,-8.055605,-34.951728,True
136,415,-8.055605,-34.951728,True
137,416,-8.055605,-34.951728,True
138,427,-8.055605,-34.951728,True
139,429,-8.055605,-34.951728,True
140,433,-8.055605,-34.951728,True
141,435,-8.055605,-34.951728,True
142,439,-8.055605,-34.951728,True
143,445,-8.055605,-34.951728,True
144,447,-8.055605,-34.951728,True
145,449,-8.055605,-34.951728,True
146,453,-8.055605,-34.951728,True
147,455,-8.055605,-34.951728,True
148,457,-8.055605,-34.951728,True
149,461,-8.055605,-34.951728,True
150,462,-8.055605,-34.951728,True
151,465,-8.055605,-34.951728,True
152,468,-8.055605,-34.951728,True
153,472,-8.055605,-34.951728,True
154,473,-8.055605,-34.951728,True
155,474,-8.055605,-34.951728,True
156,476,-8.055605,-34.951728,True
157,477,-8.055605,-34.951728,True
158,483,-8.055605,-34.951728,True
159,485,-8.055605,-34.951728,True
160,486,-8.055605,-34.951728,True
161,487,-8.055605,-34.951728,True
162,495,-8.055605,-34.951728,True
163,496,-8.055605,-34.951728,True
164,500,-8.055605,-34.951728,True
165,503,-8.055605,-34.951728,True
166,509,-8.055605,-34.951728,True
167,510,-8.055605,-34.951728,True
168,511,-8.055605,-34.951728,True
169,513,-8.055605,-34.951728,True
170,518,-8.055605,-34.951728,True
171,524,-8.055605,-34.951728,True
172,528,-8.055605,-34.951728,True
173,530,-8.055605,-34.951728,True
174,532,-8.055605,-34.951728,True
175,533,-8.055605,-34.951728,True
176,538,-8.055605,-34.951728,True
177,540,-8.055605,-34.951728,True
178,543,-8.055605,-34.951728,True
179,544,-8.055605,-34.951728,True
180,550,-8.055605,-34.951728,True
181,551,-8.055605,-34.951728,True
182,554,-8.055605,-34.951728,True
183,555,-8.055605,-34.951728,True
184,563,-8.055605,-34.951728,True
185,564,-8.055605,-34.951728,True
186,567,-8.055605,-34.951728,True
187,568,-8.055605,-34.951728,True
188,576,-8.055605,-34.951728,True
189,577,-8.055605,-34.951728,True
190,582,-8.055605,-34.951728,True
191,586,-8.055605,-34.951728,True
192,590,-8.055605,-34.951728,True
193,591,-8.055605,-34.951728,True
194,592,-8.055605,-34.951728,True
195,594,-8.055605,-34.951728,True
196,601,-8.055605,-34.951728,True
197,603,-8.055605,-34.951728,True
198,604,-8.055605,-34.951728,True
199,605,-8.055605,-34.951728,True
200,611,-8.055605,-34.951728,True
201,613,-8.055605,-34.951728,True
202,617,-8.055605,-34.951728,True
203,618,-8.055605,-34.951728,True
204,620,-8.055605,-34.951728,True
205,623,-8.055605,-34.951728,True
206,624,-8.055605,-34.951728,True
207,625,-8.055605,-34.951728,True
208,633,-8.055605,-34.951728,True
209,637,-8.055605,-34.951728,True
210,641,-8.055605,-34.951728,True
211,642,-8.055605,-34.951728,True
212,647,-8.055605,-34.951728,True
213,653,-8.055605,-34.951728,True
214,654,-8.055605,-34.951728,True
215,655,-8.055605,-34.951728,True
216,664,-8.055605,-34.951728,True
217,665,-8.055605,-34.951728,True
218,668,-8.055605,-34.951728,True
219,673,-8.055605,-34.951728,True
220,675,-8.055605,-34.951728,True
221,676,-8.055605,-34.951728,True
222,678,-8.055605,-34.951728,True
223,682,-8.055605,-34.951728,True
224,683,-8.055605,-34.951728,True
225,693,-8.055605,-34.951728,True
226,694,-8.055605,-34.951728,True
227,696,-8.055605,-34.951728,True
228,700,-8.055605,-34.951728,True
229,706,-8.055605,-34.951728,True
230,708,-8.055605,-34.951728,True
231,710,-8.055605,-34.951728,True
232,711,-8.055605,-34.951728,True
233,712,-8.055605,-34.951728,True
234,713,-8.055605,-34.951728,True
235,715,-8.055605,-34.951728,True
236,718,-8.055605,-34.951728,True
237,724,-8.055605,-34.951728,True
238,730,-8.055605,-34.951728,True
239,733,-8.055605,-34.951728,True
240,736,-8.055605,-34.951728,True
241,737,-8.055605,-34.951728,True
242,738,-8.055605,-34.951728,True
243,740,-8.055605,-34.951728,True
244,742,-8.055605,-34.951728,True
245,743,-8.055605,-34.951728,True
246,744,-8.055605,-34.951728,True
247,745,-8.055605,-34.951728,True
248,747,-8.055605,-34.951728,True
249,748,-8.055605,-34.951728,True
250,749,-8.055605,-34.951728,True
251,751,-8.055605,-34.951728,True
252,753,-8.055605,-34.951728,True
253,758,-8.055605,-34.951728,True
254,759,-8.055605,-34.951728,True
255,761,-8.055605,-34.951728,True
256,763,-8.055605,-34.951728,True
257,764,-8.055605,-34.951728,True
258,765,-8.055605,-34.951728,True
259,766,-8.055605,-34.951728,True
260,773,-8.055605,-34.951728,True
261,774,-8.055605,-34.951728,True
262,782,-8.055605,-34.951728,True
263,786,-8.055605,-34.951728,True
264,789,-8.055605,-34.951728,True
265,794,-8.055605,-34.951728,True
266,795,-8.055605,-34.951728,True
267,799,-8.055605,-34.951728,True
268,800,-8.05538,-34.951736,True
269,809,-8.05538,-34.951736,True
270,810,-8.05538,-34.951736,True
271,811,-8.05538,-34.951736,True
272,815,-8.05538,-34.951736,True
273,828,-8.05538,-34.951736,True
274,831,-8.05538,-34.951736,True
275,833,-8.05538,-34.951736,True
276,834,-8.05538,-34.951736,True
277,835,-8.05538,-34.951736,True
278,837,-8.05538,-34.951736,True
279,841,-8.05538,-34.951736,True
280,852,-8.05538,-34.951736,True
281,856,-8.05538,-34.951736,True
282,858,-8.05538,-34.951736,True
283,862,-8.05538,-34.951736,True
284,866,-8.05538,-34.951736,True
285,868,-8.05538,-34.951736,True
286,871,-8.05538,-34.951736,True
287,872,-8.05538,-34.951736,True
288,877,-8.05538,-34.951736,True
289,879,-8.05538,-34.951736,True
290,881,-8.05538,-34.951736,True
291,883,-8.05538,-34.951736,True
292,906,-8.05538,-34.951736,True
293,908,-8.05538,-34.951736,True
294,914,-8.05538,-34.951736,True
295,921,-8.05538,-34.951736,True
296,927,-8.05538,-34.951736,True
297,932,-8.05538,-34.951736,True
298,934,-8.05538,-34.951736,True
299,940,-8.05538,-34.951736,True
300,947,-8.05538,-34.951736,True
301,952,-8.05538,-34.951736,True
302,957,-8.05538,-34.951736,True
303,958,-8.05538,-34.951736,True
304,960,-8.05538,-34.951736,True
305,964,-8.05538,-34.951736,True
306,965,-8.05538,-34.951736,True
307,967,-8.05538,-34.951736,True
308,970,-8.05538,-34.951736,True
309,971,-8.05538,-34.951736,True
310,982,-8.05538,-34.951736,True
311,994,-8.05538,-34.951736,True
312,996,-8.05538,-34.951736,True
313,997,-8.05538,-34.951736,True
314,1002,-8.05538,-34.951736,True
315,1005,-8.05538,-34.951736,True
316,1009,-8.05538,-34.951736,True
317,1010,-8.05538,-34.951736,True
318,1017,-8.05538,-34.951736,True
319,1018,-8.05538,-34.951736,True
320,1020,-8.05538,-34.951736,True
321,1022,-8.05538,-34.951736,True
322,1025,-8.05538,-34.951736,True
323,1027,-8.05538,-34.951736,True
324,1034,-8.05538,-34.951736,True
325,1038,-8.05538,-34.951736,True
326,1042,-8.05538,-34.951736,True
327,1044,-8.05538,-34.951736,True
328,1046,-8.05538,-34.951736,True
329,1052,-8.05538,-34.951736,True
330,1053,-8.05538,-34.951736,True
331,1055,-8.05538,-34.951736,True
332,1056,-8.05538,-34.951736,True
333,1057,-8.05538,-34.951736,True
334,1061,-8.05538,-34.951736,True
335,1068,-8.05538,-34.951736,True
336,1071,-8.05538,-34.951736,True
337,1074,-8.05538,-34.951736,True
338,1075,-8.05538,-34.951736,True
339,1076,-8.05538,-34.951736,True
340,1078,-8.05538,-34.951736,True
341,1084,-8.05538,-34.951736,True
342,1087,-8.05538,-34.951736,True
343,1090,-8.05538,-34.951736,True
344,1095,-8.05538,-34.951736,True
345,1101,-8.05538,-34.951736,True
346,1103,-8.05538,-34.951736,True
347,1107,-8.05538,-34.951736,True
348,1108,-8.05538,-34.951736,True
349,1111,-8.05538,-34.951736,True
350,1112,-8.05538,-34.951736,True
351,1115,-8.05538,-34.951736,True
352,1123,-8.05538,-34.951736,True
353,1126,-8.05538,-34.951736,True
354,1127,-8.05538,-34.951736,True
355,1139,-8.05538,-34.951736,True
356,1142,-8.05538,-34.951736,True
357,1144,-8.05538,-34.951736,True
358,1145,-8.05538,-34.951736,True
359,1147,-8.05538,-34.951736,True
360,1149,-8.05538,-34.951736,True
361,1152,-8.05538,-34.951736,True
362,1153,-8.05538,-34.951736,True
363,1155,-8.05538,-34.951736,True
364,1156,-8.05538,-34.951736,True
365,1157,-8.05538,-34.951736,True
366,1162,-8.05538,-34.951736,True
367,1163,-8.05538,-34.951736,True
368,1166,-8.05538,-34.951736,True
369,1168,-8.05538,-34.951736,True
370,1172,-8.05538,-34.951736,True
371,1175,-8.05538,-34.951736,True
372,1176,-8.05538,-34.951736,True
373,1180,-8.05538,-34.951736,True
374,1183,-8.05538,-34.951736,True
375,1188,-8.05538,-34.951736,True
376,1193,-8.05538,-34.951736,True
377,1194,-8.05538,-34.951736,True
378,1195,-8.05538,-34.951736,True
379,1197,-8.05538,-34.951736,True
380,1199,-8.05538,-34.951736,True
381,1201,-8.05538,-34.951736,True
382,1204,-8.05538,-34.951736,True
383,1210,-8.05538,-34.951736,True
384,1217,-8.05538,-34.951736,True
385,1219,-8.05538,-34.951736,True
386,1220,-8.05538,-34.951736,True
387,1222,-8.05538,-34.951736,True
388,1224,-8.05538,-34.951736,True
389,1226,-8.05538,-34.951736,True
390,1233,-8.05538,-34.951736,True
391,1244,-8.05538,-34.951736,True
392,1245,-8.05538,-34.951736,True
393,1247,-8.05538,-34.951736,True
394,1250,-8.05538,-34.951736,True
395,1253,-8.05538,-34.951736,True
396,1254,-8.05538,-34.951736,True
397,1261,-8.05538,-34.951736,True
398,1263,-8.05538,-34.951736,True
399,1277,-8.05538,-34.951736,True
400,1278,-8.05538,-34.951736,True
401,1281,-8.05538,-34.951736,True
402,1282,-8.05538,-34.951736,True
403,1285,-8.05538,-34.951736,True
404,1287,-8.05538,-34.951736,True
405,1295,-8.05538,-34.951736,True
406,1297,-8.05538,-34.951736,True
407,1298,-8.05538,-34.951736,True
408,1310,-8.05538,-34.951736,True
409,1313,-8.05538,-34.951736,True
410,1314,-8.05538,-34.951736,True
411,1315,-8.05538,-34.951736,True
412,1318,-8.05538,-34.951736,True
413,1320,-8.05538,-34.951736,True
414,1322,-8.05538,-34.951736,True
415,1323,-8.05538,-34.951736,True
416,1328,-8.05538,-34.951736,True
417,1329,-8.05538,-34.951736,True
418,1330,-8.05538,-34.951736,True
419,1334,-8.05538,-34.951736,True
420,1339,-8.05538,-34.951736,True
421,1345,-8.05538,-34.951736,True
422,1346,-8.05538,-34.951736,True
423,1349,-8.05538,-34.951736,True
424,1354,-8.05538,-34.951736,True
425,1355,-8.05538,-34.951736,True
426,1359,-8.05538,-34.951736,True
427,1360,-8.05538,-34.951736,True
428,1369,-8.05538,-34.951736,True
429,1372,-8.05538,-34.951736,True
430,1373,-8.05538,-34.951736,True
431,1374,-8.05538,-34.951736,True
432,1379,-8.05538,-34.951736,True
433,1383,-8.05538,-34.951736,True
434,1385,-8.05538,-34.951736,True
435,1393,-8.05538,-34.951736,True
436,1396,-8.05538,-34.951736,True
437,1400,-8.05538,-34.951736,True
438,1402,-8.05538,-34.951736,True
439,1405,-8.05538,-34.951736,True
440,1406,-8.05538,-34.951736,True
441,1413,-8.05538,-34.951736,True
442,1414,-8.05538,-34.951736,True
443,1416,-8.05538,-34.951736,True
444,1417,-8.05538,-34.951736,True
445,1418,-8.05538,-34.951736,True
446,1420,-8.05538,-34.951736,True
447,1421,-8.05538,-34.951736,True
448,1426,-8.05538,-34.951736,True
449,1427,-8.05538,-34.951736,True
450,1429,-8.05538,-34.951736,True
451,1430,-8.05538,-34.951736,True
452,1432,-8.05538,-34.951736,True
453,1437,-8.05538,-34.951736,True
454,1438,-8.05538,-34.951736,True
455,1443,-8.05538,-34.951736,True
456,1446,-8.05538,-34.951736,True
457,1452,-8.05538,-34.951736,True
458,1453,-8.05538,-34.951736,True
459,1456,-8.05538,-34.951736,True
460,1458,-8.05538,-34.951736,True
461,1465,-8.05538,-34.951736,True
462,1467,-8.05538,-34.951736,True
463,1468,-8.05538,-34.951736,True
464,1470,-8.05538,-34.951736,True
465,1472,-8.05538,-34.951736,True
466,1477,-8.05538,-34.951736,True
467,1479,-8.05538,-34.951736,True
468,1480,-8.05538,-34.951736,True
469,1482,-8.05538,-34.951736,True
470,1483,-8.05538,-34.951736,True
471,1488,-8.05538,-34.951736,True
472,1491,-8.05538,-34.951736,True
473,1496,-8.05538,-34.951736,True
474,1501,-8.05538,-34.951736,True
475,1502,-8.05538,-34.951736,True
476,1509,-8.05538,-34.951736,True
477,1512,-8.05538,-34.951736,True
478,1513,-8.05538,-34.951736,True
479,1516,-8.05538,-34.951736,True
480,1527,-8.05538,-34.951736,True
481,1530,-8.05538,-34.951736,True
482,1532,-8.05538,-34.951736,True
483,1533,-8.05538,-34.951736,True
484,1535,-8.05538,-34.951736,True
485,1536,-8.05538,-34.951736,True
486,1543,-8.05538,-34.951736,True
487,1544,-8.05538,-34.951736,True
488,1545,-8.05538,-34.951736,True
489,1550,-8.05538,-34.951736,True
490,1557,-8.05538,-34.951736,True
491,1558,-8.05538,-34.951736,True
492,1559,-8.05538,-34.951736,True
493,1561,-8.05538,-34.951736,True
494,1562,-8.05538,-34.951736,True
495,1568,-8.05538,-34.951736,True
496,1569,-8.05538,-34.951736,True
497,1570,-8.05538,-34.951736,True
498,1575,-8.05538,-34.951736,True
499,1576,-8.05538,-34.951736,True
500,1578,-8.05538,-34.951736,True
501,1586,-8.05538,-34.951736,True
502,1593,-8.05538,-34.951736,True
503,1595,-8.05538,-34.951736,True
504,1597,-8.05538,-34.951736,True
505,1598,-8.05538,-34.951736,True
506,1599,-8.05538,-34.951736,True
507,1603,-8.05538,-34.951736,True
508,1606,-8.055494,-34.951316,True
509,1608,-8.055494,-34.951316,True
510,1614,-8.055494,-34.951316,True
511,1615,-8.055494,-34.951316,True
512,1616,-8.055494,-34.951316,True
513,1617,-8.055494,-34.951316,True
514,1618,-8.055494,-34.951316,True
515,1623,-8.055494,-34.951316,True
516,1626,-8.055494,-34.951316,True
517,1631,-8.055494,-34.951316,True
518,1642,-8.055494,-34.951316,True
519,1643,-8.055494,-34.951316,True
520,1649,-8.055494,-34.951316,True
521,1650,-8.055494,-34.951316,True
522,1656,-8.055494,-34.951316,True
523,1659,-8.055494,-34.951316,True
524,1662,-8.055494,-34.951316,True
525,1665,-8.055494,-34.951316,True
526,1670,-8.055494,-34.951316,True
527,1671,-8.055494,-34.951316,True
528,1672,-8.055494,-34.951316,True
529,1680,-8.055494,-34.951316,True
530,1683,-8.055494,-34.951316,True
531,1684,-8.055494,-34.951316,True
532,1688,-8.055494,-34.951316,True
533,1691,-8.055494,-34.951316,True
534,1699,-8.055494,-34.951316,True
535,1701,-8.055494,-34.951316,True
536,1713,-8.055494,-34.951316,True
537,1718,-8.055494,-34.951316,True
538,1720,-8.055494,-34.951316,True
539,1721,-8.055494,-34.951316,True
540,1726,-8.055494,-34.951316,True
541,1728,-8.055494,-34.951316,True
542,1729,-8.055494,-34.951316,True
543,1730,-8.055494,-34.951316,True
544,1731,-8.055494,-34.951316,True
545,1732,-8.055494,-34.951316,True
546,1737,-8.055494,-34.951316,True
547,1738,-8.055494,-34.951316,True
548,1739,-8.055494,-34.951316,True
549,1740,-8.055494,-34.951316,True
550,1741,-8.055494,-34.951316,True
551,1743,-8.055494,-34.951316,True
552,1744,-8.055494,-34.951316,True
553,1745,-8.055494,-34.951316,True
554,1746,-8.055494,-34.951316,True
555,1747,-8.055494,-34.951316,True
556,1758,-8.055494,-34.951316,True
557,1760,-8.055494,-34.951316,True
558,1765,-8.055494,-34.951316,True
559,1768,-8.055494,-34.951316,True
560,1770,-8.055494,-34.951316,True
561,1775,-8.055494,-34.951316,True
562,1777,-8.055494,-34.951316,True
563,1780,-8.055494,-34.951316,True
564,1783,-8.055494,-34.951316,True
565,1785,-8.055494,-34.951316,True
566,1790,-8.055494,-34.951316,True
567,1791,-8.055494,-34.951316,True
568,1793,-8.055494,-34.951316,True
569,1794,-8.055494,-34.951316,True
570,1803,-8.055494,-34.951316,True
571,1805,-8.055494,-34.951316,True
572,1807,-8.055494,-34.951316,True
573,1817,-8.055494,-34.951316,True
574,1825,-8.055494,-34.951316,True
575,1832,-8.055494,-34.951316,True
576,1833,-8.055494,-34.951316,True
577,1835,-8.055494,-34.951316,True
578,1839,-8.055494,-34.951316,True
579,1840,-8.055494,-34.951316,True
580,1844,-8.055494,-34.951316,True
581,1851,-8.055494,-34.951316,True
582,1860,-8.055494,-34.951316,True
583,1862,-8.055494,-34.951316,True
584,1864,-8.055494,-34.951316,True
585,1877,-8.055494,-34.951316,True
586,1880,-8.055494,-34.951316,True
587,1888,-8.055494,-34.951316,True
588,1891,-8.055494,-34.951316,True
589,1897,-8.055494,-34.951316,True
590,1915,-8.055494,-34.951316,True
591,1918,-8.055494,-34.951316,True
592,1919,-8.055494,-34.951316,True
593,1921,-8.055494,-34.951316,True
594,1922,-8.055494,-34.951316,True
595,1928,-8.055494,-34.951316,True
596,1934,-8.055494,-34.951316,True
597,1937,-8.055494,-34.951316,True
598,1941,-8.055494,-34.951316,True
599,1945,-8.055494,-34.951316,True
600,1952,-8.055494,-34.951316,True
601,1954,-8.055494,-34.951316,True
602,1957,-8.055494,-34.951316,True
603,1962,-8.055494,-34.951316,True
604,1963,-8.055494,-34.951316,True
605,1965,-8.055494,-34.951316,True
606,1971,-8.055494,-34.951316,True
607,1978,-8.055494,-34.951316,True
608,1981,-8.055494,-34.951316,True
609,1982,-8.055494,-34.951316,True
610,1989,-8.055494,-34.951316,True
611,1992,-8.055494,-34.951316,True
612,1995,-8.055494,-34.951316,True
613,2002,-8.055494,-34.951316,True
614,2004,-8.055494,-34.951316,True
615,2006,-8.055494,-34.951316,True
616,2008,-8.055494,-34.951316,True
617,2012,-8.055494,-34.951316,True
618,2013,-8.055494,-34.951316,True
619,2018,-8.055494,-34.951316,True
620,2022,-8.055494,-34.951316,True
621,2025,-8.055494,-34.951316,True
622,2029,-8.055494,-34.951316,True
623,2034,-8.055494,-34.951316,True
624,2036,-8.055494,-34.951316,True
625,2045,-8.055494,-34.951316,True
626,2055,-8.055494,-34.951316,True
627,2057,-8.055494,-34.951316,True
628,2058,-8.055494,-34.951316,True
629,2063,-8.055494,-34.951316,True
630,2067,-8.055494,-34.951316,True
631,2072,-8.055494,-34.951316,True
632,2075,-8.055494,-34.951316,True
633,2083,-8.055494,-34.951316,True
634,2084,-8.055494,-34.951316,True
635,2087,-8.055494,-34.951316,True
636,2088,-8.055494,-34.951316,True
637,2089,-8.055494,-34.951316,True
638,2094,-8.055494,-34.951316,True
639,2098,-8.055494,-34.951316,True
640,2107,-8.055494,-34.951316,True
641,2108,-8.055494,-34.951316,True
642,2109,-8.055494,-34.951316,True
643,2110,-8.055494,-34.951316,True
644,2111,-8.055494,-34.951316,True
645,2114,-8.055494,-34.951316,True
646,2115,-8.055494,-34.951316,True
647,2121,-8.055494,-34.951316,True
648,2122,-8.055494,-34.951316,True
649,2124,-8.055494,-34.951316,True
650,2127,-8.055494,-34.951316,True
651,2128,-8.055494,-34.951316,True
652,2129,-8.055494,-34.951316,True
653,2131,-8.055494,-34.951316,True
654,2132,-8.055494,-34.951316,True
655,2133,-8.055494,-34.951316,True
656,2134,-8.055494,-34.951316,True
657,2138,-8.055494,-34.951316,True
658,2142,-8.055494,-34.951316,True
659,2145,-8.055494,-34.951316,True
660,2149,-8.055494,-34.951316,True
661,2150,-8.055494,-34.951316,True
662,2152,-8.055494,-34.951316,True
663,2154,-8.055494,-34.951316,True
664,2157,-8.055494,-34.951316,True
665,2164,-8.055494,-34.951316,True
666,2165,-8.055494,-34.951316,True
667,2166,-8.055494,-34.951316,True
668,2167,-8.055494,-34.951316,True
669,2168,-8.055494,-34.951316,True
670,2175,-8.055494,-34.951316,True
671,2177,-8.055494,-34.951316,True
672,2183,-8.055494,-34.951316,True
673,2189,-8.055494,-34.951316,True
674,2191,-8.055494,-34.951316,True
675,2199,-8.055494,-34.951316,True
676,2210,-8.055494,-34.951316,True
677,2213,-8.055494,-34.951316,True
678,2214,-8.055494,-34.951316,True
679,2215,-8.055494,-34.951316,True
680,2221,-8.055494,-34.951316,True
681,2223,-8.055494,-34.951316,True
682,2225,-8.055494,-34.951316,True
683,2227,-8.055494,-34.951316,True
684,2228,-8.055494,-34.951316,True
685,2231,-8.055494,-34.951316,True
686,2232,-8.055494,-34.951316,True
687,2233,-8.055494,-34.951316,True
688,2234,-8.055494,-34.951316,True
689,2239,-8.055494,-34.951316,True
690,2245,-8.055494,-34.951316,True
691,2246,-8.055494,-34.951316,True
692,2248,-8.055494,-34.951316,True
693,2249,-8.055494,-34.951316,True
694,2251,-8.055494,-34.951316,True
695,2252,-8.055494,-34.951316,True
696,2254,-8.055494,-34.951316,True
697,2260,-8.055494,-34.951316,True
698,2268,-8.055494,-34.951316,True
699,2270,-8.055494,-34.951316,True
700,2272,-8.055494,-34.951316,True
701,2273,-8.055494,-34.951316,True
702,2275,-8.055494,-34.951316,True
703,2276,-8.055494,-34.951316,True
704,2286,-8.055494,-34.951316,True
705,2287,-8.055494,-34.951316,True
706,2288,-8.055494,-34.951316,True
707,2291,-8.055494,-34.951316,True
708,2299,-8.055494,-34.951316,True
709,2301,-8.055494,-34.951316,True
710,2302,-8.055494,-34.951316,True
711,2303,-8.055494,-34.951316,True
712,2304,-8.055494,-34.951316,True
713,2310,-8.055494,-34.951316,True
714,2312,-8.055494,-34.951316,True
715,2316,-8.055494,-34.951316,True
716,2319,-8.055494,-34.951316,True
717,2321,-8.055494,-34.951316,True
718,2328,-8.055494,-34.951316,True
719,2335,-8.055494,-34.951316,True
720,2337,-8.055494,-34.951316,True
721,2344,-8.055494,-34.951316,True
722,2348,-8.055494,-34.951316,True
723,2351,-8.055494,-34.951316,True
724,2354,-8.055494,-34.951316,True
725,2358,-8.055494,-34.951316,True
726,2362,-8.055684,-34.951331,True
727,2373,-8.055684,-34.951331,True
728,2375,-8.055684,-34.951331,True
729,2377,-8.055684,-34.951331,True
730,2388,-8.055684,-34.951331,True
731,2389,-8.055684,-34.951331,True
732,2392,-8.055684,-34.951331,True
733,2399,-8.055684,-34.951331,True
734,2404,-8.055684,-34.951331,True
735,2407,-8.055684,-34.951331,True
736,2412,-8.055684,-34.951331,True
737,2413,-8.055684,-34.951331,True
738,2417,-8.055684,-34.951331,True
739,2420,-8.055684,-34.951331,True
740,2423,-8.055684,-34.951331,True
741,2436,-8.055684,-34.951331,True
742,2439,-8.055684,-34.951331,True
743,2441,-8.055684,-34.951331,True
744,2446,-8.055684,-34.951331,True
745,2447,-8.055684,-34.951331,True
746,2453,-8.055684,-34.951331,True
747,2455,-8.055684,-34.951331,True
748,2456,-8.055684,-34.951331,True
749,2458,-8.055684,-34.951331,True
